image,center_x_source,center_y_source,center_z_m,rotation_det,projected_centroid_u,projected_centroid_v,centroid_depth_m,centroid_in_bounds
10040082,496804.47875,5419882.18325,1183.37306,0.999999925392833,118.67843878059955,146.1585038727751,915.2435563354447,1
10040083,497048.6985,5419882.84675,1184.61644,0.9999999765327949,763.318697694743,119.78113012371,908.1449989918292,1
10040084,497296.58725,5419884.54963,1185.00981,1.000000090796132,1456.346350166817,92.96189449907706,902.3025444357045,1
10050104,496817.972,5419476.832,1161.40587,1.0000000835414995,1838.2582709460482,2184.967474669988,889.6437473782353,1
10050105,497064.98525,5419476.62988,1159.94006,0.9999999439353414,1150.9833975803508,2183.687510454747,887.984781387946,1
10050106,497312.996,5419477.06525,1158.88763,1.0000000595960912,439.8085339166828,2195.7184657106436,885.9662628123042,1
10250132,497633.0235,5419698.97288,1179.96406,0.9999999806041746,2034.803119637139,3090.8382354750315,910.6576630913623,0
10250133,497628.3165,5419452.80688,1179.23681,1.0000000153785655,1376.8249748494436,3070.922345460008,909.6671143059648,1
10250134,497620.954,5419207.621,1178.20144,0.9999998024868053,740.4403817424543,3024.7988223795774,914.3359892180856,1
10250135,497617.307,5418960.6175,1176.62938,1.0000000318765463,61.06528487969172,3021.4974660750045,915.0613080502426,1
