migration_id,old_path,new_path,lifecycle_status,old_path_retained,sha256
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/LMUTUAL_IMPLEMENTATION_AUDIT.md,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/LMUTUAL_IMPLEMENTATION_AUDIT.md,safe_archive_move,false,b5396f970e6423a8def27099245d62641681cf71786da33246f3af1459c1aa25
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/ablation_feasibility_matrix.csv,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/ablation_feasibility_matrix.csv,safe_archive_move,false,0de954a8c03360194c3bf0d713cacfc86f6bb061cf04ac8fc35426ada1221da3
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/existing_log_tags.csv,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/existing_log_tags.csv,safe_archive_move,false,9a5e03138b3e731f8bbb8cb8e783149ad3a9e90e0638b0007d367aff7cca968a
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/instrumentation_plan.md,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/instrumentation_plan.md,safe_archive_move,false,b96b87a0adb4807ac9e14202665a4a77661e51168588aa4028245171539c1df0
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/lmutual_config_schedule.csv,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/lmutual_config_schedule.csv,safe_archive_move,false,b6e15d6adde31297d42092a1989e77a1e93666fdb89372b04872481b8647a5dc
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/lmutual_terms_implemented.csv,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/lmutual_terms_implemented.csv,safe_archive_move,false,1e6e7ad877e8ae05dcb88b97cc8faad428662c93e87a036e6d7fad606184d299
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/missing_logging_requirements.md,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/missing_logging_requirements.md,safe_archive_move,false,2464c47620788bc5a1d3a4337f823e942244324e3abff77677b46f9cff39ef45
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/phase0_manifest.json,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/phase0_manifest.json,safe_archive_move,false,93057402758a425722e767910047c2482b9a1e03d5e2e8cc72e1b0e1ca0b4d3b
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/recommended_next_experiments.md,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/recommended_next_experiments.md,safe_archive_move,false,3cf4d3a3e5953c8f2f35d389d253f661a3a8218d92c8316e8a029474d0598880
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/sketch_vs_code_alignment.csv,docs/archive/pre_tum_results/FC_S4_lmutual_design_audit/phase0_lmutual_implementation_audit/sketch_vs_code_alignment.csv,safe_archive_move,false,2c9d90bb1692e8c6fbbff2ff2c7091bed6092e2a9dd0262fb90a22e69670866b
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/phase1_setup/REPORT.md,docs/archive/pre_tum_results/phase1_setup/REPORT.md,safe_archive_move,false,f3a6dd0c646ab0a7ea83df1a2be5f522dbeb6e70eb91fb69e7941ac89ae3df64
DOC-IA-ARCHIVE-01,results/_archive_pre_tum/stage3_polyfit_analysis/phase1_REPORT.md,docs/archive/pre_tum_results/stage3_polyfit_analysis/phase1_REPORT.md,safe_archive_move_with_legacy_link_audit,false,b11790864b2efcd4b9cc39635142f351f079a7cdc86362a36d76dada8783d30e
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/POST_RUN_SUMMARY.md,docs/experiments/tum2twin_surface_proxy_rv1/reports/POST_RUN_SUMMARY.md,safe_frozen_promotion_with_path_map,false,36fc3d30decdd947681716399cfb75f0c97e4f57245852b33d57c9e343287df5
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/analysis_manifest.json,docs/experiments/tum2twin_surface_proxy_rv1/manifests/analysis_manifest.json,safe_frozen_promotion_with_path_map,false,653b846f27f8ab9a8bfc9e003c8c127ebdda80de70f7ac71c4057b8635ae6ee7
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/figures/completeness_vs_reliability.png,docs/figs/tum2twin_surface_proxy_rv1/completeness_vs_reliability.png,safe_frozen_promotion_with_path_map,false,e8186815773fc035254fcd23949323bc6b2d57d1322b0e4568b43c8e5474e8cf
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/figures/recall_vs_precision.png,docs/figs/tum2twin_surface_proxy_rv1/recall_vs_precision.png,safe_frozen_promotion_with_path_map,false,e8bac80776dc32ac5d84be58141736c31f6995029c90b65acb1e4921fb5053bb
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/figures/surface_vs_lod2.png,docs/figs/tum2twin_surface_proxy_rv1/surface_vs_lod2.png,safe_frozen_promotion_with_path_map,false,44e722888f74e6769612c68423eb33addc19437390830b4452aca724071cf2c6
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/metric_audit.md,docs/experiments/tum2twin_surface_proxy_rv1/reports/metric_audit.md,safe_frozen_promotion_with_path_map,false,01347b088c5a41f79cb92af7b4118519e14657f2e0c8dc0a63576fdf5fd1b737
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/next_oracle_prompt.md,docs/experiments/tum2twin_surface_proxy_rv1/reports/next_oracle_prompt.md,safe_frozen_promotion_with_path_map,false,94be28b8f1910b76b5a1a1cfdbeefe003517b3296cee5eec2e980f29244c6589
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/oracle_candidates.yaml,docs/experiments/tum2twin_surface_proxy_rv1/tables/oracle_candidates.yaml,safe_frozen_promotion_with_path_map,false,e6ad5597c1d9d39e8cc98b357feab0585305e91b40588b5858b25e3246c3a235
DOC-IA-REPORT-01,reports/nightly_rv1_20260728_2327/post_analysis/surface_proxy_R_v1.csv,docs/experiments/tum2twin_surface_proxy_rv1/tables/surface_proxy_R_v1.csv,safe_frozen_promotion_with_path_map,false,a4d7d739d3ca86f85276ad589ae38078563b4fefa09b58947800bc9cc7220119
