image_name,capture_time,block_id,block_start,block_end,block_image_count,definition,result_blind
DJI_20241217084239_0003_D.JPG,2024-12-17T09:42:39,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084241_0004_D.JPG,2024-12-17T09:42:41,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084243_0005_D.JPG,2024-12-17T09:42:43,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084245_0006_D.JPG,2024-12-17T09:42:45,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084247_0007_D.JPG,2024-12-17T09:42:47,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084249_0008_D.JPG,2024-12-17T09:42:49,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084251_0009_D.JPG,2024-12-17T09:42:51,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084253_0010_D.JPG,2024-12-17T09:42:53,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084255_0011_D.JPG,2024-12-17T09:42:55,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084256_0012_D.JPG,2024-12-17T09:42:56,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084258_0013_D.JPG,2024-12-17T09:42:58,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084300_0014_D.JPG,2024-12-17T09:43:00,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084302_0015_D.JPG,2024-12-17T09:43:02,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084304_0016_D.JPG,2024-12-17T09:43:04,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084306_0017_D.JPG,2024-12-17T09:43:06,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084308_0018_D.JPG,2024-12-17T09:43:08,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084310_0019_D.JPG,2024-12-17T09:43:10,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084312_0020_D.JPG,2024-12-17T09:43:12,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084314_0021_D.JPG,2024-12-17T09:43:14,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084316_0022_D.JPG,2024-12-17T09:43:16,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084318_0023_D.JPG,2024-12-17T09:43:18,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084320_0024_D.JPG,2024-12-17T09:43:20,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084322_0025_D.JPG,2024-12-17T09:43:22,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084324_0026_D.JPG,2024-12-17T09:43:24,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084340_0034_D.JPG,2024-12-17T09:43:40,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084342_0035_D.JPG,2024-12-17T09:43:42,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084345_0036_D.JPG,2024-12-17T09:43:45,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084347_0037_D.JPG,2024-12-17T09:43:47,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
DJI_20241217084349_0038_D.JPG,2024-12-17T09:43:49,capture_block_01,2024-12-17T09:42:39,2024-12-17T09:49:19,194,OPF capture time gap > 600 seconds,true
