model_id,role,building_id,population_source,status,status_reason,rf_extrusion_mode,has_lod22,lod1_fallback,val3dity_valid,roof_face_count_model,roof_face_count_ref,face_count_ratio,roof_rms_m,roof_hausdorff_m,roof_distance_samples,roof_completeness,model_roof_xy_area_m2,reference_roof_xy_area_m2,roof_overlap_xy_area_m2,geometry_roof_surface_present,snapshot_assembled,old_status_has_lod22,status_agreement,status_rf_rmse_lod22,cityjson_path,cityjson_sha256,cityjson_crs,status_path,val3dity_report,val3dity_exit_code,xy_alignment,xy_overlap_ratio,source_preassembly_z_shift_m,z_shift_to_reference_m,z_shift_rule,gt_role,learning_runs_started,new_inference_runs
canonical_dense_w2_1,dense,DEBY_LOD2_104583447,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_present,CityJSON parent/child geometry contains lod=2.2,standard,true,false,true,1,1,1.000000000,0.240188045,0.480534567,24,0.999479150,6.082100000,6.082100000,6.078932140,true,true,true,true,0.048511,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,aligned,1.000000000,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_104583794,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_absent,CityJSON parent/child geometry has no lod=2.2,skip,false,false,true,0,1,0.000000000,,,0,0.000000000,0.000000000,6.387450001,0.000000000,false,false,false,true,,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,no_roof_geometry,,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_104586480,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_absent,CityJSON parent/child geometry has no lod=2.2,standard,false,false,true,0,1,0.000000000,,,0,0.000000000,0.000000000,14.770800000,0.000000000,false,false,false,true,0.000000,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,no_roof_geometry,,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_107802038,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_absent,CityJSON parent/child geometry has no lod=2.2,skip,false,false,true,0,1,0.000000000,,,0,0.000000000,0.000000000,388.471650001,0.000000000,false,false,false,true,,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,no_roof_geometry,,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_107807336,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_absent,CityJSON parent/child geometry has no lod=2.2,skip,false,false,true,0,1,0.000000000,,,0,0.000000000,0.000000000,100.625850000,0.000000000,false,false,false,true,,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,no_roof_geometry,,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_108246888,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_present,CityJSON parent/child geometry contains lod=2.2,standard,true,false,true,2,4,0.500000000,0.319654164,1.000921462,56,0.999741681,13.964513500,13.961235001,13.957628542,true,true,true,true,0.616319,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,aligned,1.000000000,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_108247350,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_absent,CityJSON parent/child geometry has no lod=2.2,skip,false,false,true,0,1,0.000000000,,,0,0.000000000,0.000000000,12.137050000,0.000000000,false,false,false,true,,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,no_roof_geometry,,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_108247351,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_absent,CityJSON parent/child geometry has no lod=2.2,skip,false,false,true,0,1,0.000000000,,,0,0.000000000,0.000000000,65.278499998,0.000000000,false,false,false,true,,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,no_roof_geometry,,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_108250120,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_present,CityJSON parent/child geometry contains lod=2.2,standard,true,false,true,1,1,1.000000000,5.606377827,5.833494388,12,0.055397507,2.593945000,46.818149997,2.593608804,true,true,true,true,4.417711,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,aligned,1.000000000,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
canonical_dense_w2_1,dense,DEBY_LOD2_108580335,docs/regression_input_snapshot.csv:raw_lidar assembled=true,lod22_geometry_present,CityJSON parent/child geometry contains lod=2.2,standard,true,false,true,24,9,2.666666667,0.773646972,4.663524284,3023,0.999985315,1020.886565009,1020.870369991,1020.855378272,true,true,true,true,1.054082,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/cityjson/dim_roofer.city.json,01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae,https://www.opengis.net/def/crs/EPSG/0/25832,phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv,phases/p2-gsjso/runs/20260718_qs_baseline178_rescore/val3dity/01f4df46bd9b51786f3314c16f9fb87fc3c254f3156dc53c174abde81f3bbdae.json,0,aligned,1.000000000,-0.174000000,0.000000000,canonical dense/ALS/reference are already in common EPSG:25832; A-wave score-time candidate set is {0.0},LoD2 reference used only for scoring and reference self-check,0,0
